,content,gender,rhyme,met
10,"Eva, por la serpiente seducida,
cede al funesto ardor que la devora
y vuelve a Adán, confusa y tentadora,
de su belleza virginal vestida.
Por gustar de la fruta apetecida
que despierta sus ansias en mal hora,
suplica humilde, apasionada llora
y en su inquietud febril de Dios se olvida
Fuego devorador y repentino
de Adán enciende el contenido celo
y abre a su infausta rebelión camino
Y cuando, en lucha con su propio anhelo,
sucumbe al dulce halago femenino,
va el sol llegando a la mitad del cielo.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+----+---+-', '+--+-+-+-+-', '-+-+-+---+-', '---+---+-+-', '--+--+---+-', '--+--+--++-', '-+-+---+-+-', '---+-+-+-+-', '+----+---+-', '-+-+---+-+-', '+--+---+-+-', '---+---+-+-', '-+-+-+---+-', '++-+-----+-']"
11,"¡Pascua! Tu tienes para mi pueblo repercusiones
de un son alegre de villancicos y fiestas locas;
tú tienes hora en que se animan las ilusiones,
en que sonríen, besan y cantan almas y bocas.
Pero tu nombre también nos dice cosas amargas,
cosas que evocan, bajo el auspicio de un sol incierto,
do antigua espera las horas lentas, las horas largas,
y el paso triste de nuestra Raza por el desierto.
Ya las campanas dan a los aires su algarabía;
ya agrestes flautas tañan endechas y pastorales;
ya están los templos y los belenes, hechos un ascua...
Llegan perfumes de amores nuevos con la alegría,
llegan ternuras que borran odios y curan males...
¡Sólo no llega de nuestro pueblo la Libre Pascua!....
",0,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'G', 'E', 'F', 'G']","['+--+----+----+-', '++-+----+--+-+-', '++-+----+----+-', '---+-+--+-+--+-', '---+--+-+-+--+-', '+--+----+-++-+-', '-+-+--+-+--+-+-', '-+-+----+----+-', '+--+-+--+----+-', '++-+-+--+----+-', '++-+----+-+-++-', '+--+--+-+----+-', '+--+--+-+--+-+-', '+-++----+--+-+-']"
12,"Blanquecino fragor el filo abarca
de los mares con nieve murmurante,
en la arena muriendo, burbujeante,
sin dejar bajo el sol tumba ni marca
En la quilla revive de la barca
que tajando las aguas, navegante,
a la mar con estelas un instante
le abre y cierra las puertas de su arca
Luego muerte retrata de la ola
con un ruego que al pie humano se inmola
Y arrastrada a la orilla, consumado
su esponjoso vigor, sobre el costado
se postra del azul, lívida y sola,
como un hijo del mar abandonado.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'D', 'C', 'D']","['--+--+-+-+-', '--+--+---+-', '--+--+---+-', '--+--++--+-', '--+--+---+-', '--+--+---+-', '--+--+-+-+-', '+-+--+---+-', '+-+--+---+-', '-++--++--+-', '--+--+---+-', '--+--+---+-', '-+---++--+-', '-++--+---+-']"
13,"¿No lo ves? Ahí está: la tierra dura
cubre el oprobio de su polvo inerte;
preso por las cadenas de la muerte,
al fin lo encarceló la sepultura
Míralo bien, porque su sombra oscura
la negra mancha de su vida advierte,
y hoy quién sabe ¡infeliz! si en justa suerte
todo el rigor de la desdicha apura
No los nombres; no vive, y no nos toca
abrir su historia, que al olvido incita
y a dolorosa reflexión provoca
Lleva en su fama la sentencia escrita;
la palabra traición guarda en tu boca,
porque si la pronuncias resucita.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+++-+--+-+-', '+--+---+-+-', '+----+---+-', '-++--+---+-', '+-++---+-+-', '-+-+---+-+-', '+++--+-+-+-', '+--+---+-+-', '+-+-++-+++-', '-+-+---+-+-', '---+---+-+-', '+--+---+-+-', '--+--++--+-', '---+-+---+-']"
14,"Invención de estrambótico artificio,
existe un rey que por las calles vaga,
rey de aguardiente, de tabaco y daga,
a la licencia y al motín propicio.
Voluntarioso autócrata, que oficio
hace en la tierra de ominosa plaga:
príncipe de memoria tan aciaga
que a nuestro Redentor llevó al suplicio
Sultán que el freno de la ley no sufre,
y de cuya justicia no hay reintegro:
rey por Luzbel ungido con azufre;
zar de tres tintas, indio, blanco y negro,
que rige el continente americano,
y que se llama Pueblo Soberano.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'E', 'E']","['--+--+---+-', '-+++---+-+-', '+--+---+-+-', '---+---+-+-', '---+-+---+-', '+--+---+-+-', '+----+-+-+-', '-----+-+-+-', '-+-+---+++-', '-----+-+-+-', '+--+-+---+-', '+-++-+-+-+-', '-+---+---+-', '---+-----+-']"
15,"Pajes rodean tu carroza hermosos,
al caballo africano veloz picas,
termas de varias mesas de fabricas,
que tiñen siempre ungüentos olorosos.
En vasos de cristal vinos preciosos,
de Setta a tu opulenta mesa aplicas:
tu blanco lecho con cortinas ricas
excede a los de Venus deliciosos
De noche a la soberbia mujeril
sordos riegan tus ojos su portal,
¿por qué suspiras siempre? ¡Oh Tucca! ¿quién
tu pecho abrasa en llama juvenil?
¿Quieres que te lo diga? tanto mal
procede de que tienes tanto bien
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+--+--+-', '--+--+--++-', '+--+-+---+-', '-+-+-+---+-', '-+---++--+-', '-+---+-+-+-', '-+-+---+-+-', '-+---+---+-', '-+---+---+-', '+-+--+---+-', '--+-+--+-+-', '-+-+-+---+-', '+--+++-+-+-', '-+---+-+-+-']"
16,"Son Hidalgo y Morelos como el gran Don Quijote
constante enamorado de sin par Dulcinea;
son firmes paladines de una sublime idea;
llevan en sus escudos el más altivo mote.
Tienen sangre impetuosa; son un soberbio brote
de la estirpe de libres, de la noble ralea
que acción y ensueño junta; de los que en la pelea
mueren mas no hay empuje que su ideal derrote
Casta de los que dejan a su paso una llama
que prende inextinguible y gigante derrama
devorador incendio sobre la tierra impura
Quien caer los contempla, los ojos a los cielos
levanta en el instante Son Hidalgo y Morelos
eterna para el alma, una visión de altura
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['--+--+---+--+-', '-+---+---+--+-', '++---+-+--+-+-', '+----+--+-+-+-', '+-+--+-++-+-+-', '--+--+---+--+-', '-+-+-+------+-', '+--+-+---+-+-', '+----+---++-+-', '-+---+--+--+-', '---+-+----+-+-', '-+--+--+---+-', '-+---+---+--+-', '-+---++--+-+-']"
17,"Prelado de tan alta perfección
que supo en un aplauso, en un festín,
congregar en su casa un Serafín
cercado de tan alta relación
Jamás tenga en su cargo disensión,
ni entre sus frailecitos vea motín,
ningún hijuelo suyo sea ruin,
y los críe en su Santa bendición.
Llena esté la cocina en la sartén,
y siempre el refectorio abunde en pan;
que bien merece fraile tan de bien.
A quien el Sacro Bago se le dan
regir la casa Santa de Belén,
y que yo se la quite a Solimán
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+--++---+-', '-+-+-+-+-+-', '--+--++--+-', '-+--++---+-', '-++--+---+-', '-----+-+-+-', '-+-+---+-+-', '-++--+---+-', '+-+--+---+-', '-+---+-+-+-', '-+-+-+-+-+-', '-----+--++-', '-+-+-----+-', '--+--+---+-']"
18,"Al ver yo mil poetas zalameros
que a sus damas llamaban serafines,
claveles, azucenas y jazmines,
diamantes, perlas, soles y luceros
al ver como sus versos lisonjeros
de nácares llenaban y carmines,
los llamaba salvajes y rocines,
los trataba de locos y embusteros
Hoy Cupido esta burla vengar quiere
mandando que de Orminta me apasione,
y con las armas que yo herí me hiere
Que hable yo igual idioma ya dispone;
mas si hay quien mi flaqueza vitupere,
Amor, haz que de Orminta se aficione.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+++-+---+-', '--+--+---+-', '+-+--+---+-', '-+-+-+---+-', '-+---+---+-', '-+---+---+-', '--+--+---+-', '--+--+---+-', '--++-+--++-', '-+---+-+-+-', '---+--++++-', '+-++-+-+-+-', '-+---+---+-', '-++--+---+-']"
19,"¿Ves la inestabilidad de la Fortuna,
o el animoso viento hoja ligera?
¿ves tierno junco en húmeda ribera,
que obedece a las olas una en una?
¿Ves en la tempestad más importuna
del orgulloso mar, veloz galera?
ves en la celestial azul esfera
el vario rostro de la blanca luna?
Pues ten por cierto, que es Fortuna estable,
la hoja al viento, el junco al agua fuentes,
inmoble la galera al mar mudable.
Los rostros de la Luna sosegados,
sin crecer, ni menguar de varias suertes,
si son contigo (Alcida) comparados.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['+-----+---+-', '---+-++--+-', '++-+-+---+-', '--+--+-+-+-', '+----++--+-', '---+-+-+-+-', '+----+-+-+-', '-+-+---+-+-', '-+-+-+-+-+-', '+-+-+--+-+-', '-+---+-+-+-', '-+---+---+-', '--+--+-+-+-', '-+-+-+---+-']"
20,"Sin reparar adónde me llevaba
ni do parar pudiera, a Amor seguía
que por una anchura y fresca vía
a un muy ameno valle me guiaba.
Un palacio de lejos se mostraba,
al cual por acercarme me afligía,
cuando sintió improviso el alma mía
un lazo que seguir me embarazaba.
Acudí a desprenderme y, como el ave
que por huir la liga más se enreda,
en trampa me miré tan dura y fuerte
que por librarme de su cárcel grave
la muerte sola que probar me queda,
y aun pienso que no baste ni aun la muerte.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+-+-+-+-', '-+-+-+-+-+-', '--+-+--+-+-', '-++-+-+-++-', '+-+--+---+-', '-----+++-+-', '---+-+-+-+-', '++---++--+-', '--+--++--+-', '--+-+-+--+-', '-+-+-+++-+-', '---++--+-+-', '-+-+---+++-', '++--++-+-+-']"
21,"Hay una edad feliz y bendecida
en que libres de penas y amargura,
gozamos del encanto y la dulzura
con que el mundo risueño nos convida,
pero si en medio de tan dulce vida,
cuando todo nos brinda la ventura
y cuando el alma resplandece pura
de fe, de amor y de entusiasmo henchida,
si en medio de esta vida halagadora
y cuando nada nuestra dicha hiere
una herida mortal y asoladora,
la traición despiadada nos infiere,
el corazón que es débil sufre y llora,
el corazón que es grande calla y muere.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+---+-', '--+--+---+-', '-+---+---+-', '--+--+-+-+-', '------++-+-', '--+-++---+-', '---+---+-+-', '-+-+---+-+-', '---+-+---+-', '---+---+-+-', '+-+--+---+-', '--+--+-+-+-', '---+++-+-+-', '---+++-+-+-']"
22,"Pensando en Juana tomo siempre el sueño,
Juana mi reflexión de noche afana;
pienso en Juana también por la mañana,
y Juana a todas horas es mi dueño.
Juana me desanima con su ceño;
Juana otras veces me parece humana;
severo estoy según me mira Juana;
según me mira Juana estoy risueño.
Sin Juana estoy, y a Juana tengo al lado;
no es imperio el de Juana, es despotismo;
Juana es en mí un espíritu arrimado,
y para Juana no hallo un exorcismo
¿Ves como este soneto está enjuanado?
pues aun más enjuanado estoy yo mismo.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+-+-+-+-', '+----+-+-+-', '+-+--+---+-', '-+---+-+-+-', '+----+---+-', '++-+-+-+-+-', '-+-+--++-+-', '--++-+-+-+-', '-+-++-+--+-', '+-+--++--+-', '++-+-+---+-', '---+-++--+-', '+-+--+-+-+-', '-++--+-+++-']"
23,"De esbeltez singular, barbilampiño,
delgado y de cabello algo castaño
pero amante del bien, no le hago daño
al hombre en la vejez, ni cuando niño.
Es muy contada la ocasión que riño
pues no tiene mi genio nada huraño
y tarde, a mi pesar, me desengaño
que vio la luz mi abuelo junto al Miño
Yo la sopa conquisto cuando empuño
el mango de la pluma con empeño
y muchas veces a la suerte gruño
Si un inglés me visita de mal ceño
entonces, solo entonces refunfuño
por el colmillo escupo y me desgreño.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+---+-', '-+---++--+-', '--+--+++-+-', '-+---+---+-', '++-+---+-+-', '-++--+-+-+-', '-+---++--+-', '-+-+-+---+-', '+-+--+---+-', '-+---+---+-', '-+-+---+-+-', '+-++-+--++-', '-+-+-+---+-', '---+-+-+-+-']"
24,"Da a la nave de tu empeño
anchas velas de ambición
y boga en pos de tu ensueño
con la diestra en el timón.
Si el celaje arruga el ceño
y tiene el mar bronco sea,
di al temporal: ""¡Soy tu dueño
y es firme mi corazón""
Batirá el mar turbulento
tus amuras y tu quilla
en tonante batahola;
pero, erguido bajo el viento,
te verán desde la orilla
como un dios sobre una ola...
",0,"['A', 'B', 'A', 'B', 'A', '-', 'A', 'B', 'C', 'D', 'E', 'C', 'D', 'E']","['+-+---+-', '+-+---+-', '-+-+--+-', '--+---+-', '--+-+-+-', '-+-++-+-', '+--++-+-', '++----+-', '--++--+-', '--+---+-', '--+---+-', '--+---+-', '--+---+-', '-++-+-+-']"
25,"Cristo y Judas son flores de heroísmo
y la una sombra agranda la otra lumbre;
si Cristo es grande como toda cumbre,
Judas es negro como toso abismo.
Mas los dos, por extraño fatalismo,
al predicar amor y mansedumbre,
el uno es presa de ebria muchedumbre
el otro es un verdugo de sí mismo.
Mientras tanto el Dios hombre y el suicida,
hasta hoy no pueden con sus muertes rudas
disminuir las miserias de la vida
¡Y entre tantos horrores no se ha visto
un acto más infame que el de Judas,
ni un morir más inútil que el de Cristo!
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['+-+-++---+-', '-+-+-+-+-+-', '-+++---+-+-', '+-++---+-+-', '--+--+---+-', '---+-+---+-', '-+++-+---+-', '-+++-+--++-', '--+-++---+-', '-+++---+-+-', '--+--+---+-', '--+--+-+++-', '++-+-+---+-', '+-++-+---+-']"
26,"Celos tengo de todo, vida mía:
del negro rizo que en tu frente ondea,
de la luz que en tus ojos centellea,
como en los cielos el fulgor del día.
De la vaga sonrisa de alegría
que entre tus labios de jazmín serpea,
de la aurora esplendente que la idea
enciende en tu abrasada fantasía
Del aire que embalsamas con tu aliento,
del oculto y lascivo pensamiento
que la fiebre en tus venas agiganta,
y hasta celos tendré de mi acerado
magnífico puñal, cuando clavado
lo mire hasta su cruz en tu garganta
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['+-+--+-+-+-', '-+-+---+-+-', '--+--+---+-', '---+---+-+-', '--+--+---+-', '---+---+-+-', '--+--+---+-', '-+---+---+-', '-+---+---+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '-+---+---+-', '++---+---+-']"
27,"Luzbel, (que, mientras Dios hizo la rosa,
la espina modelo traidoramente)
en un remanso de agua transparente
vertió al pasar su baba ponzoñosa.
Contemplándose en él Eva curiosa
dejó caer, al inclinar la frente,
la flor que la adornaba, y sonriente
creyó al cristal que la llamaba hermosa
Cerró los ojos y se vio sin ella
en otro espejo tímidos sonrojos
sintió, y después mortales agonías
Cuando el tuyo consultes, niña bella,
para mirarte bien, cierra los ojos
y quiera Dios que entonces te sonrías
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+---++--+-', '-+--+--+-+-', '-+-+-+---+-', '-+-+-+---+-', '--+-+++--+-', '-+-+---+-+-', '-+-+-+---+-', '-+-+-+-+-+-', '-+-+---+-+-', '-+-+-+---+-', '-+-+-+---+-', '-----+-+-+-', '---++++--+-', '-+-+-+-+-+-']"
28,"Dios, que con gloria propia resplandeces;
que tienes por poder la omnipotencia,
por tesoro de luces la omnisciencia,
e imperas sobre todo y no obedeces,
tú, que no menguas, ni recibes creces;
que, actual la eternidad en tu presencia,
miras en ti con ser lo que es potencia,
y, mudándolo todo, permaneces;
y tú, que eres el dueño en tal manera
de todo cuanto existe, que de hecho
lo que no fuera tuyo no existiera,
aquí eres mío, y sin estar estrecho,
cabes, cual si el amor te redujera,
en el mísero barro de mi pecho.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+-+---+-', '-+---+---+-', '--+--+---+-', '-+---+-+-+-', '+-++---+-+-', '-+---+---+-', '+--+-+-+-+-', '--+-++---+-', '-++--+-+-+-', '-+---+---+-', '--++---+-+-', '-+-----+-+-', '+----++--+-', '--+--+---+-']"
29,"Preciso es consignarlo: con lúcida elocuencia
Lempira hace el peligro cercano conceptuar;
y todos, con respeto profundo en su presencia,
no osan ni aun siquiera sus labios desplegar.
Seduce la postura del héroe, la grandeza
que muestra en su gallardo decir y continente:
sombría es su mirada, mas habla con nobleza,
furtiva deslizando su mano por la frente
Cual bárbaras condena las luchas, e invoca
del íntegro aborigen la magnanimidad;
de paz un blanco lienzo, cual símbolo coloca
¡hipócrita! En un asta que empieza a tremolar.
Proponen un arreglo. ¿Quién puede la perfidia
temer de quienes llevan por lema la lealtad?
",0,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'E', '-', '-', 'F']","['-++--++-+---+-', '-++--+--+---+-', '-+---+--+---+-', '+-+-+--+---+-', '-+---+--+---+-', '-+---+--+---+-', '-+--+--+---+-', '-+---+--+---+-', '++---+--+--+-', '-+---+------+-', '-+++-+--+---+-', '-+-++--+---+-', '-+-+-+-+---+-', '-+---+--+---+-']"
30,"Este que en lustros breves se prefiere
tanto a lo que el estudio le apercibe,
muerto, en las glorias de su acierto vive,
vivo, en las luces de su Ingenio muere
Pimpollo a quien si airado el Noto hiere
en hojas tantas su verdor escribe,
almendro, que aunque el Marco le cultive
no hay flor que airado deshojar no espere
Mas aunque de la Envidia el pecho ardiente
brote el veneno vil entre congojas
para apagar la sed de sus ardores;
vivirá a su pesar eternamente
como Pimpollo el fruto de sus hojas,
y como Almendro el ámbar de sus flores.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+-+---+-', '+----+-+-+-', '+--+---+-+-', '+--+---+-+-', '-+---+-+-+-', '-+-+---+-+-', '-+---+-+-+-', '++-+---+++-', '-----+-+-+-', '+--+-+---+-', '---+-+---+-', '--+--+-+-+-', '---+-+---+-', '---+-+---+-']"
